"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2021","98.07","98.05","98.09","98.05","0.10K","0.00%"
"08/31/2021","98.07","98.05","98.09","98.05","3.63K","0.00%"
"08/30/2021","98.07","98.07","98.07","98.07","0.23K","-0.01%"
"08/27/2021","98.08","98.08","98.08","98.07","0.10K","0.00%"
"08/26/2021","98.08","98.08","98.09","98.08","0.08K","0.00%"
"08/25/2021","98.08","98.08","98.08","98.08","0.36K","0.00%"
"08/23/2021","98.08","98.08","98.10","98.08","1.89K","0.01%"
"08/20/2021","98.07","98.08","98.09","98.07","2.65K","-0.02%"
"08/19/2021","98.09","98.08","98.10","98.08","0.02K","0.00%"
"08/17/2021","98.09","98.09","98.09","98.08","0.04K","0.00%"
"08/16/2021","98.09","98.09","98.09","98.09","","0.01%"
"08/13/2021","98.08","98.09","98.09","98.08","2.85K","-0.02%"
"08/12/2021","98.10","98.09","98.10","98.08","2.74K","0.00%"
"08/11/2021","98.10","98.10","98.11","98.09","0.19K","0.00%"
"08/10/2021","98.10","98.10","98.10","98.10","1.50K","0.00%"
"08/09/2021","98.10","98.10","98.10","98.10","0.10K","0.00%"
"08/06/2021","98.10","98.10","98.12","98.10","0.02K","-0.01%"
"08/05/2021","98.11","98.12","98.12","98.10","1.02K","0.00%"
"08/03/2021","98.11","98.11","98.13","98.11","0.04K","0.00%"
"08/02/2021","98.11","98.15","98.15","98.11","","0.00%"
"07/30/2021","98.11","98.11","98.13","98.10","5.91K","0.00%"
"07/29/2021","98.11","98.12","98.13","98.11","0.53K","-0.01%"
"07/28/2021","98.12","98.12","98.15","98.12","0.23K","0.00%"
"07/27/2021","98.12","98.12","98.14","98.11","0.28K","0.00%"
"07/26/2021","98.12","98.12","98.15","98.12","0.11K","0.00%"
"07/23/2021","98.12","98.15","98.15","98.12","","-0.01%"
"07/22/2021","98.13","98.13","98.13","98.10","0.26K","0.01%"
"07/21/2021","98.12","98.15","98.15","98.11","0.77K","-0.01%"
"07/20/2021","98.13","98.15","98.15","98.12","1.27K","-0.01%"
"07/19/2021","98.14","98.13","98.14","98.13","0.03K","0.01%"
"07/16/2021","98.13","98.13","98.15","98.13","0.08K","0.00%"
"07/15/2021","98.13","98.14","98.15","98.12","1.40K","-0.01%"
"07/14/2021","98.14","98.14","98.15","98.11","0.19K","0.03%"
"07/13/2021","98.11","98.14","98.19","98.11","0.20K","-0.03%"
"07/12/2021","98.14","98.15","98.16","98.14","1.07K","0.00%"
"07/09/2021","98.14","98.15","98.19","98.14","1.15K","0.00%"
"07/08/2021","98.14","98.14","98.16","98.13","1.11K","-0.01%"
"07/07/2021","98.15","98.15","98.15","98.10","7.42K","0.00%"
"07/06/2021","98.15","98.15","98.17","98.15","0.32K","0.00%"
"07/05/2021","98.15","98.15","98.15","98.15","","0.00%"
"07/02/2021","98.15","98.15","98.15","98.11","6.95K","0.00%"
"07/01/2021","98.15","98.15","98.17","98.15","0.17K","-0.02%"
"06/30/2021","98.17","98.16","98.17","98.16","0.31K","0.01%"
"06/28/2021","98.16","98.29","98.29","98.16","0.43K","-90.00%"
"06/25/2021","981.60","981.60","981.70","981.50","0.04K","0.00%"
"06/24/2021","981.60","981.50","981.70","981.50","0.10K","0.00%"
"06/22/2021","981.60","981.60","981.70","981.60","0.03K","-0.01%"
"06/21/2021","981.70","981.60","981.80","981.50","0.10K","0.00%"
"06/18/2021","981.70","981.70","981.80","981.60","0.02K","0.01%"
"06/17/2021","981.60","981.70","981.70","981.60","1.11K","-0.01%"
"06/16/2021","981.70","981.70","981.80","981.60","0.96K","0.00%"
"06/15/2021","981.70","981.70","981.70","981.70","0.01K","0.00%"
"06/14/2021","981.70","981.70","981.80","981.70","0.10K","-0.01%"
"06/11/2021","981.80","981.80","981.80","981.70","0.13K","0.00%"
"06/10/2021","981.80","981.80","981.90","981.70","0.25K","0.00%"
"06/09/2021","981.80","981.90","981.90","981.70","2.61K","0.00%"
"06/08/2021","981.80","981.80","981.90","981.80","0.00K","0.00%"
"06/07/2021","981.80","981.80","981.90","981.80","0.08K","-0.01%"
"06/04/2021","981.90","981.90","982.00","981.70","1.50K","0.01%"
"06/03/2021","981.80","981.90","981.90","981.80","0.02K","-0.01%"
"06/02/2021","981.90","981.90","981.90","981.80","0.06K","0.01%"
"06/01/2021","981.80","981.90","982.00","981.80","2.01K","-0.02%"
"05/31/2021","982.00","981.90","982.00","981.90","1.31K","0.00%"
"05/28/2021","982.00","982.00","982.00","981.70","3.21K","0.00%"
"05/27/2021","982.00","982.00","982.00","981.90","0.15K","0.00%"
"05/25/2021","982.00","982.00","982.00","981.90","0.41K","-0.01%"
"05/24/2021","982.10","982.00","982.20","982.00","0.50K","0.00%"
"05/21/2021","982.10","982.10","982.20","982.10","0.04K","0.00%"
"05/20/2021","982.10","982.10","982.20","982.10","0.11K","0.00%"
"05/18/2021","982.10","982.10","982.20","982.00","1.13K","-0.01%"
"05/17/2021","982.20","982.10","982.20","982.10","3.04K","0.01%"
"05/14/2021","982.10","982.10","982.30","982.10","0.80K","0.00%"
"05/13/2021","982.10","982.20","982.30","982.10","0.01K","-0.01%"
"05/12/2021","982.20","982.20","982.30","982.20","0.00K","0.00%"
"05/11/2021","982.20","982.20","982.40","982.00","1.08K","0.00%"
"05/10/2021","982.20","982.20","982.40","982.10","0.13K","-0.01%"
"05/07/2021","982.30","982.30","982.30","982.10","0.70K","-0.01%"
"05/06/2021","982.40","982.30","982.40","982.30","0.01K","0.01%"
"05/05/2021","982.30","982.30","982.30","982.30","","0.00%"
"05/04/2021","982.30","982.30","982.40","982.20","2.25K","0.00%"
"05/03/2021","982.30","982.30","982.40","982.20","0.08K","0.01%"
"04/30/2021","982.20","982.30","982.30","982.20","4.01K","-0.01%"
"04/29/2021","982.30","982.30","982.40","982.30","1.34K","-0.01%"
"04/28/2021","982.40","982.30","982.40","982.20","2.00K","0.01%"
"04/27/2021","982.30","982.30","982.40","982.30","0.00K","0.00%"
"04/26/2021","982.30","982.40","982.40","982.30","0.13K","0.00%"
"04/23/2021","982.30","982.30","982.40","982.30","0.09K","-0.01%"
"04/22/2021","982.40","982.40","982.50","982.40","0.02K","0.00%"
"04/21/2021","982.40","982.40","982.50","982.40","0.07K","-0.01%"
"04/19/2021","982.50","982.50","982.50","982.50","0.08K","0.01%"
"04/16/2021","982.40","982.50","982.50","982.40","","-0.01%"
"04/15/2021","982.50","982.50","982.60","982.50","1.42K","0.00%"
"04/14/2021","982.50","982.50","982.50","982.50","0.26K","0.00%"
"04/13/2021","982.50","982.50","982.60","982.50","1.62K","-0.01%"
"04/12/2021","982.60","982.60","982.60","982.50","0.45K","0.01%"
"04/09/2021","982.50","982.50","982.60","982.50","0.53K","-0.01%"
"04/08/2021","982.60","982.60","982.70","982.60","1.02K","0.00%"
"04/07/2021","982.60","982.60","982.60","982.40","4.56K","0.00%"
"04/06/2021","982.60","982.60","982.70","979.00","1.11K","0.00%"
"04/01/2021","982.60","982.50","982.70","982.50","1.49K","-0.03%"
"03/31/2021","982.90","982.80","982.90","982.70","0.10K","0.02%"
"03/29/2021","982.70","982.80","982.90","982.70","0.41K","0.00%"
"03/26/2021","982.70","982.80","982.80","982.70","0.12K","0.00%"
"03/25/2021","982.70","982.80","982.80","982.70","0.01K","-0.01%"
"03/23/2021","982.80","982.80","982.90","982.60","5.13K","-0.01%"
"03/22/2021","982.90","982.90","982.90","982.90","0.06K","0.01%"
"03/19/2021","982.80","982.90","982.90","982.80","","0.00%"
"03/18/2021","982.80","982.90","982.90","982.80","0.12K","0.00%"
"03/17/2021","982.80","982.70","982.90","982.70","0.05K","-0.01%"
"03/16/2021","982.90","982.90","983.00","982.90","0.15K","0.00%"
"03/15/2021","982.90","982.80","982.90","982.80","0.27K","0.00%"
"03/12/2021","982.90","982.90","983.00","982.90","1.03K","0.00%"
"03/11/2021","982.90","983.00","983.00","982.90","0.02K","-0.01%"
"03/10/2021","983.00","982.90","983.00","982.90","1.03K","0.00%"
"03/08/2021","983.00","983.00","983.10","983.00","0.09K","0.00%"
"03/05/2021","983.00","983.00","983.10","983.00","0.16K","0.00%"
"03/04/2021","983.00","983.10","983.10","983.00","0.94K","0.00%"
"03/03/2021","983.00","983.00","983.10","983.00","5.90K","-0.01%"
"03/02/2021","983.10","983.00","983.20","983.00","1.03K","0.01%"
"03/01/2021","983.00","983.00","983.10","983.00","0.05K","-0.02%"
"02/26/2021","983.20","982.90","983.20","982.90","0.37K","0.01%"
"02/24/2021","983.10","983.10","983.20","983.10","0.00K","0.02%"
"02/23/2021","982.90","983.10","983.20","982.90","22.40K","-0.02%"
"02/22/2021","983.10","983.20","983.20","983.10","0.00K","0.00%"
"02/19/2021","983.10","983.20","983.20","983.10","0.05K","-0.02%"
"02/18/2021","983.30","983.30","983.40","983.20","0.00K","-0.01%"
"02/17/2021","983.40","983.30","983.40","983.30","0.57K","0.01%"
"02/16/2021","983.30","983.20","983.30","983.20","1.42K","-0.01%"
"02/15/2021","983.40","983.30","983.40","983.20","0.36K","0.01%"
"02/12/2021","983.30","983.30","983.40","983.20","0.10K","0.00%"
"02/11/2021","983.30","982.00","983.40","982.00","10.11K","0.00%"
"02/10/2021","983.30","983.40","983.40","983.30","0.05K","-0.01%"
"02/08/2021","983.40","983.30","983.40","983.30","0.94K","0.01%"
"02/05/2021","983.30","983.30","983.30","983.30","0.09K","-0.01%"
"02/04/2021","983.40","983.50","983.50","983.40","1.21K","0.00%"
"02/02/2021","983.40","983.40","983.40","983.40","6.00K","-0.01%"
"02/01/2021","983.50","983.50","983.50","983.50","0.05K","0.01%"
"01/29/2021","983.40","983.40","983.50","983.40","0.60K","0.00%"
"01/28/2021","983.40","983.50","983.50","983.40","1.01K","-0.01%"
"01/27/2021","983.50","983.50","983.60","983.50","0.97K","0.00%"
"01/26/2021","983.50","983.50","983.50","983.50","1.00K","0.00%"
"01/25/2021","983.50","983.50","983.60","983.50","2.26K","0.00%"
"01/22/2021","983.50","983.50","983.60","983.50","0.85K","-0.01%"
"01/21/2021","983.60","983.50","983.60","983.50","1.76K","0.00%"
"01/20/2021","983.60","983.60","983.60","983.60","","0.00%"
"01/19/2021","983.60","983.60","983.60","983.60","","-0.01%"
"01/18/2021","983.70","983.70","983.70","983.70","0.09K","0.01%"
"01/15/2021","983.60","983.60","983.70","983.60","0.47K","0.00%"
"01/14/2021","983.60","983.60","983.70","983.60","0.41K","-0.01%"
"01/13/2021","983.70","983.60","983.70","983.60","1.20K","0.01%"
"01/12/2021","983.60","983.60","983.60","983.60","1.01K","-0.01%"
"01/11/2021","983.70","983.60","983.70","983.60","1.35K","0.00%"
"01/08/2021","983.70","983.70","983.70","983.70","0.43K","-0.01%"
"01/07/2021","983.80","983.80","983.80","983.70","0.01K","0.00%"
"01/06/2021","983.80","983.70","983.80","983.70","0.37K","0.01%"
"01/04/2021","983.70","983.50","983.90","983.50","1.04K","0.00%"
"12/31/2020","983.70","983.70","983.70","983.70","","0.00%"
"12/30/2020","983.70","983.60","983.70","983.50","0.31K","-0.01%"
"12/29/2020","983.80","983.80","983.90","983.80","0.58K","-0.01%"
"12/28/2020","983.90","983.90","984.00","983.70","0.25K","0.01%"
"12/24/2020","983.80","983.90","983.90","983.80","0.04K","-0.01%"
"12/23/2020","983.90","984.00","984.00","983.90","0.15K","-0.01%"
"12/22/2020","984.00","984.00","984.00","983.90","1.97K","0.01%"
"12/21/2020","983.90","983.90","983.90","983.90","2.46K","0.00%"
"12/18/2020","983.90","983.90","984.00","983.90","1.06K","0.00%"
"12/16/2020","983.90","984.00","984.00","983.90","0.52K","-0.01%"
"12/15/2020","984.00","983.00","984.00","983.00","1.07K","-0.01%"
"12/14/2020","984.10","984.00","984.10","984.00","5.64K","0.01%"
"12/11/2020","984.00","984.00","984.10","984.00","1.20K","0.00%"
"12/10/2020","984.00","984.10","984.10","984.00","0.34K","-0.01%"
"12/09/2020","984.10","984.10","984.10","984.10","1.01K","0.01%"
"12/08/2020","984.00","984.00","984.00","984.00","0.03K","-0.01%"
"12/07/2020","984.10","984.10","984.10","984.10","0.28K","0.00%"
"12/04/2020","984.10","984.10","984.10","984.10","0.00K","0.00%"
"12/03/2020","984.10","984.10","984.20","984.10","1.19K","0.00%"
"12/02/2020","984.10","984.30","984.30","984.00","3.10K","-0.01%"
"12/01/2020","984.20","984.20","984.30","984.20","0.01K","0.00%"
"11/30/2020","984.20","984.10","984.20","984.10","0.02K","-0.01%"
"11/27/2020","984.30","984.30","984.40","984.20","0.56K","0.00%"
"11/26/2020","984.30","984.20","984.30","984.20","0.60K","0.01%"
"11/25/2020","984.20","984.30","984.40","984.20","0.36K","0.00%"
"11/24/2020","984.20","984.30","984.30","984.20","0.93K","-0.01%"
"11/23/2020","984.30","984.20","984.30","984.20","0.03K","0.00%"
"11/20/2020","984.30","984.30","984.30","984.20","0.25K","0.00%"
"11/19/2020","984.30","984.30","984.40","984.30","2.13K","0.00%"
"11/18/2020","984.30","984.30","984.40","984.30","2.43K","-0.01%"
"11/17/2020","984.40","984.40","984.40","984.30","3.16K","0.01%"
"11/16/2020","984.30","984.40","984.40","984.30","0.19K","-0.02%"
"11/13/2020","984.50","984.40","984.50","984.40","5.73K","0.01%"
"11/12/2020","984.40","984.40","984.50","984.40","2.00K","0.00%"
"11/11/2020","984.40","984.40","984.40","984.20","1.82K","-0.02%"
"11/10/2020","984.60","984.50","984.60","984.50","0.68K","0.01%"
"11/09/2020","984.50","984.50","984.50","984.50","","0.01%"
"11/06/2020","984.40","984.40","984.50","984.40","1.71K","-0.01%"
"11/05/2020","984.50","984.50","984.50","984.50","2.33K","0.01%"
"11/04/2020","984.40","984.50","984.60","984.40","1.07K","-0.01%"
"11/03/2020","984.50","984.50","984.70","984.50","4.67K","0.00%"
"11/02/2020","984.50","984.50","984.50","984.50","0.83K","0.00%"
"10/30/2020","984.50","984.50","984.50","984.50","0.02K","0.00%"
"10/29/2020","984.50","984.60","984.60","984.50","2.06K","0.00%"
"10/28/2020","984.50","984.50","984.50","984.50","0.50K","-0.02%"
"10/26/2020","984.70","984.60","984.70","984.60","0.17K","0.01%"
"10/23/2020","984.60","984.60","984.70","984.60","1.15K","0.00%"
"10/22/2020","984.60","984.60","984.60","984.60","1.01K","-0.01%"
"10/21/2020","984.70","984.70","984.70","984.70","0.01K","0.00%"
"10/20/2020","984.70","984.60","984.70","984.60","0.30K","0.00%"
"10/19/2020","984.70","984.70","984.70","984.70","","0.00%"
"10/16/2020","984.70","984.70","984.90","984.70","0.12K","0.00%"
"10/15/2020","984.70","984.80","984.90","984.70","0.98K","0.00%"
"10/14/2020","984.70","984.80","985.00","984.70","2.31K","-0.02%"
"10/13/2020","984.90","984.80","984.90","984.80","3.02K","0.01%"
"10/12/2020","984.80","984.80","984.90","984.80","1.25K","0.00%"
"10/09/2020","984.80","984.80","984.90","984.80","0.43K","0.00%"
"10/08/2020","984.80","984.80","984.90","984.80","0.82K","0.00%"
"10/07/2020","984.80","984.90","984.90","984.80","0.01K","0.00%"
"10/06/2020","984.80","984.80","984.90","984.80","0.12K","-0.02%"
"10/05/2020","985.00","984.90","985.00","984.90","0.97K","0.01%"
"10/02/2020","984.90","984.90","984.90","984.80","0.11K","0.00%"
"10/01/2020","984.90","985.00","985.00","984.90","0.43K","0.00%"
"09/30/2020","984.90","985.00","985.00","984.90","0.09K","0.00%"
"09/29/2020","984.90","985.00","985.00","984.90","0.05K","-0.01%"
"09/28/2020","985.00","984.90","985.00","984.90","0.11K","0.00%"
"09/25/2020","985.00","985.00","985.10","985.00","2.08K","0.00%"
"09/24/2020","985.00","985.00","985.10","985.00","0.13K","0.00%"
"09/23/2020","985.00","985.10","985.10","985.00","1.50K","-0.01%"
"09/22/2020","985.10","985.10","985.10","985.00","1.91K","0.01%"
"09/21/2020","985.00","985.10","985.10","985.00","0.06K","-0.01%"
"09/18/2020","985.10","985.10","985.10","985.10","0.07K","0.00%"
"09/17/2020","985.10","985.10","985.10","985.10","3.18K","0.00%"
"09/16/2020","985.10","985.20","985.20","985.10","0.80K","0.00%"
"09/15/2020","985.10","985.20","985.20","985.10","4.20K","-0.01%"
"09/14/2020","985.20","985.10","985.20","985.10","0.12K","0.01%"
"09/11/2020","985.10","985.20","985.20","985.10","0.03K","-0.01%"
"09/10/2020","985.20","985.20","985.20","985.20","","0.00%"
"09/09/2020","985.20","985.20","985.20","985.20","1.93K","-0.01%"
"09/08/2020","985.30","985.20","985.30","985.20","","0.01%"
"09/07/2020","985.20","985.30","985.30","985.20","3.02K","0.00%"
"09/04/2020","985.20","985.30","985.30","985.20","0.02K","-0.02%"
"09/03/2020","985.40","985.30","985.40","985.30","0.29K","0.01%"
"09/02/2020","985.30","985.30","985.30","985.30","0.01K","0.00%"
"09/01/2020","985.30","985.30","985.30","985.30","1.40K","0.00%"
"08/31/2020","985.30","985.30","985.30","985.30","0.03K","0.00%"
"08/28/2020","985.30","985.30","985.40","985.30","0.05K","-0.01%"
"08/27/2020","985.40","985.30","985.50","985.30","0.21K","0.00%"
"08/26/2020","985.40","985.40","985.40","985.40","0.38K","0.00%"
"08/25/2020","985.40","985.40","985.40","985.40","","0.00%"
"08/24/2020","985.40","985.30","985.50","985.30","0.14K","0.00%"
"08/21/2020","985.40","985.40","985.40","985.40","0.28K","0.00%"
"08/20/2020","985.40","985.40","985.40","985.40","0.02K","0.00%"
"08/19/2020","985.40","985.40","985.40","985.40","","-0.01%"
"08/18/2020","985.50","985.40","985.50","985.40","0.27K","0.00%"
"08/17/2020","985.50","985.50","985.60","985.50","0.14K","0.00%"
"08/14/2020","985.50","985.50","985.60","985.50","3.45K","0.00%"
"08/13/2020","985.50","985.50","985.60","985.50","0.02K","0.00%"
"08/12/2020","985.50","985.60","985.60","985.50","","0.00%"
"08/11/2020","985.50","985.60","985.60","985.50","3.25K","-0.01%"
"08/10/2020","985.60","985.60","985.70","985.60","0.12K","0.00%"
"08/07/2020","985.60","985.60","985.70","985.60","4.67K","0.00%"
"08/06/2020","985.60","985.60","985.70","985.60","0.52K","0.00%"
"08/05/2020","985.60","985.90","985.90","985.60","0.03K","0.00%"
"08/04/2020","985.60","985.60","985.70","985.60","0.11K","0.00%"
"08/03/2020","985.60","985.70","985.70","985.60","0.16K","0.00%"
"07/31/2020","985.60","985.60","985.70","985.60","0.33K","-0.03%"
"07/30/2020","985.90","985.80","985.90","985.70","0.40K","0.02%"
"07/29/2020","985.70","985.80","985.80","985.70","","0.00%"
"07/28/2020","985.70","985.80","985.80","985.70","0.06K","0.00%"
"07/27/2020","985.70","985.80","985.80","985.70","6.09K","-0.01%"
"07/24/2020","985.80","985.70","985.90","985.70","2.00K","0.00%"
"07/23/2020","985.80","985.80","985.90","985.80","0.22K","0.00%"
"07/22/2020","985.80","985.80","985.90","985.80","0.00K","0.00%"
"07/21/2020","985.80","985.80","985.80","985.70","0.24K","0.00%"
"07/20/2020","985.80","986.10","986.10","985.80","0.00K","0.00%"
"07/17/2020","985.80","985.80","985.80","985.80","0.01K","0.00%"
"07/16/2020","985.80","985.80","985.80","985.80","2.02K","-0.01%"
"07/15/2020","985.90","985.90","986.00","985.90","0.32K","0.00%"
"07/14/2020","985.90","986.00","986.00","985.90","2.71K","0.00%"
"07/13/2020","985.90","986.20","986.20","985.90","1.01K","0.00%"
"07/10/2020","985.90","985.90","986.00","985.90","0.35K","0.00%"
"07/09/2020","985.90","985.90","985.90","985.90","6.27K","0.00%"
"07/08/2020","985.90","986.00","986.00","985.90","0.01K","-0.01%"
"07/07/2020","986.00","986.00","986.10","986.00","0.12K","0.00%"
"07/06/2020","986.00","986.00","986.10","986.00","0.09K","0.00%"
"07/03/2020","986.00","986.00","986.00","986.00","0.00K","-0.01%"
"07/02/2020","986.10","986.10","986.10","986.00","0.18K","0.01%"
"07/01/2020","986.00","986.10","986.10","986.00","0.18K","0.00%"
"06/30/2020","986.00","986.00","986.00","986.00","0.26K","0.00%"
"06/29/2020","986.00","986.00","986.10","986.00","0.08K","-0.01%"
"06/26/2020","986.10","986.10","986.10","986.10","","0.00%"
"06/25/2020","986.10","986.10","986.20","986.10","2.62K","0.00%"
"06/24/2020","986.10","986.10","986.20","986.10","0.63K","0.00%"
"06/23/2020","986.10","986.20","986.20","986.10","3.33K","0.00%"
"06/22/2020","986.10","986.20","986.20","986.10","4.27K","-0.01%"
"06/19/2020","986.20","986.20","986.20","986.20","2.04K","-0.02%"
"06/18/2020","986.40","986.30","986.40","986.20","1.18K","0.01%"
"06/17/2020","986.30","986.20","986.30","986.20","0.35K","0.00%"
"06/16/2020","986.30","986.30","986.30","986.30","","0.01%"
"06/15/2020","986.20","986.30","986.30","985.90","1.87K","0.01%"
"06/12/2020","986.10","986.30","986.40","986.10","2.50K","-0.01%"
"06/11/2020","986.20","986.30","986.40","986.20","0.55K","-0.01%"
"06/10/2020","986.30","986.30","986.30","986.30","0.02K","0.00%"
"06/09/2020","986.30","986.30","986.40","986.30","0.00K","0.00%"
"06/08/2020","986.30","986.40","986.40","986.30","2.06K","-0.01%"
"06/05/2020","986.40","986.30","986.50","986.30","0.02K","-0.02%"
"06/04/2020","986.60","986.40","986.60","986.30","1.41K","0.02%"
"06/03/2020","986.40","986.40","986.50","986.40","3.49K","0.00%"
"06/02/2020","986.40","986.40","986.40","986.40","","0.00%"
"06/01/2020","986.40","986.40","986.40","986.40","0.07K","0.00%"
"05/29/2020","986.40","986.50","986.50","986.40","0.03K","0.00%"
"05/28/2020","986.40","986.50","986.50","986.40","0.25K","0.00%"
"05/27/2020","986.40","986.40","986.40","986.40","","-0.01%"
"05/26/2020","986.50","986.50","986.60","986.50","0.00K","0.00%"
"05/25/2020","986.50","986.50","986.60","986.50","0.56K","0.00%"
"05/22/2020","986.50","986.90","986.90","986.50","1.10K","0.00%"
"05/21/2020","986.50","986.50","986.50","986.50","1.26K","0.00%"
"05/20/2020","986.50","986.50","986.60","986.50","2.82K","-0.01%"
"05/19/2020","986.60","987.10","987.10","986.60","2.32K","0.01%"
"05/18/2020","986.50","986.50","986.60","986.50","2.41K","-0.01%"
"05/15/2020","986.60","986.60","986.70","986.60","3.09K","0.00%"
"05/14/2020","986.60","986.70","986.70","986.60","0.02K","0.00%"
"05/13/2020","986.60","986.60","986.70","986.00","9.56K","0.00%"
"05/12/2020","986.60","986.60","986.70","986.60","0.00K","0.00%"
"05/11/2020","986.60","986.60","986.70","986.60","0.22K","0.00%"
"05/08/2020","986.60","986.60","986.70","986.60","0.04K","-0.02%"
"05/07/2020","986.80","986.80","986.90","986.80","1.09K","0.00%"
"05/06/2020","986.80","986.80","986.80","986.80","","0.01%"
"05/05/2020","986.70","986.70","986.70","986.70","","-0.01%"
"05/04/2020","986.80","986.70","986.90","986.70","2.97K","0.01%"
"04/30/2020","986.70","986.80","986.90","986.70","0.21K","-0.01%"
"04/29/2020","986.80","986.80","986.90","986.80","0.53K","0.00%"
"04/28/2020","986.80","986.80","986.90","986.80","0.41K","0.00%"
"04/27/2020","986.80","986.80","986.80","986.80","0.25K","0.00%"
"04/24/2020","986.80","986.90","987.00","986.80","2.16K","-0.02%"
"04/23/2020","987.00","986.90","987.00","986.80","0.31K","0.01%"
"04/22/2020","986.90","986.90","986.90","986.80","0.01K","0.00%"
"04/21/2020","986.90","986.90","987.00","986.80","1.25K","0.00%"
"04/20/2020","986.90","986.90","987.00","986.90","0.55K","-0.01%"
"04/17/2020","987.00","987.00","987.10","987.00","1.68K","0.00%"
"04/16/2020","987.00","987.00","987.10","986.90","2.45K","0.00%"
"04/15/2020","987.00","987.00","987.10","986.90","0.00K","0.00%"
"04/14/2020","987.00","987.00","987.10","986.40","5.95K","-0.07%"
"04/09/2020","987.70","987.10","987.70","986.50","7.36K","0.06%"
"04/08/2020","987.10","987.00","987.70","987.00","3.37K","0.00%"
"04/07/2020","987.10","987.10","987.20","987.00","3.83K","0.04%"
"04/06/2020","986.70","987.10","987.20","986.70","1.88K","-0.04%"
"04/03/2020","987.10","987.10","987.20","987.00","0.75K","0.00%"
"04/02/2020","987.10","987.10","987.10","987.10","0.00K","-0.01%"
"04/01/2020","987.20","987.20","987.30","987.20","0.82K","-0.01%"
"03/31/2020","987.30","987.20","987.30","987.10","1.14K","0.01%"
"03/30/2020","987.20","987.30","987.80","987.10","1.51K","0.01%"
"03/27/2020","987.10","987.20","987.30","987.00","7.99K","-0.01%"
"03/26/2020","987.20","987.20","987.40","986.50","0.86K","0.01%"
"03/25/2020","987.10","986.50","987.70","986.50","3.66K","0.05%"
"03/24/2020","986.60","986.50","987.90","986.50","0.66K","-0.12%"
"03/23/2020","987.80","986.50","987.80","986.50","0.59K","0.13%"
"03/20/2020","986.50","987.20","988.00","986.10","2.68K","-0.06%"
"03/19/2020","987.10","987.20","987.40","987.10","7.66K","-0.01%"
"03/18/2020","987.20","987.30","987.40","987.10","17.32K","-0.16%"
"03/17/2020","988.80","987.30","988.80","986.60","3.27K","0.15%"
"03/16/2020","987.30","986.80","987.60","986.80","5.82K","0.00%"
"03/13/2020","987.30","990.80","990.80","987.10","0.21K","-0.44%"
"03/12/2020","991.70","987.40","991.70","987.20","9.68K","0.40%"
"03/11/2020","987.70","987.30","987.70","987.30","8.89K","-0.03%"
"03/10/2020","988.00","987.50","988.00","987.00","22.80K","0.06%"
"03/09/2020","987.40","987.40","987.50","987.30","1.39K","0.00%"
"03/06/2020","987.40","987.40","987.50","987.30","0.40K","0.01%"
"03/05/2020","987.30","987.40","987.60","987.30","2.25K","-0.01%"
"03/04/2020","987.40","987.40","987.50","987.40","0.41K","-0.01%"
"03/03/2020","987.50","987.40","987.60","987.40","0.76K","0.01%"
"03/02/2020","987.40","987.40","987.60","987.40","0.20K","0.00%"
"02/28/2020","987.40","987.50","987.60","987.40","0.73K","-0.01%"
"02/27/2020","987.50","987.50","987.50","987.50","12.00K","0.00%"
"02/26/2020","987.50","987.50","987.60","987.40","1.90K","0.00%"
"02/25/2020","987.50","987.50","987.50","987.50","","0.00%"
"02/24/2020","987.50","987.40","987.50","987.40","0.02K","0.00%"
"02/21/2020","987.50","987.50","987.60","987.50","1.64K","0.00%"
"02/20/2020","987.50","987.50","987.50","987.50","","0.00%"
"02/19/2020","987.50","987.50","987.50","987.50","0.86K","0.02%"
"02/18/2020","987.30","987.50","987.50","987.30","8.24K","-0.03%"
"02/17/2020","987.60","987.60","987.60","987.60","","0.00%"
"02/14/2020","987.60","987.60","987.60","987.60","15.03K","0.00%"
"02/13/2020","987.60","987.60","987.60","987.60","","0.00%"
"02/12/2020","987.60","987.60","987.70","987.60","0.07K","0.00%"
"02/11/2020","987.60","987.60","987.60","987.60","1.00K","0.00%"
"02/10/2020","987.60","987.60","987.70","987.60","0.04K","0.00%"
"02/07/2020","987.60","987.70","987.70","987.60","0.42K","-0.01%"
"02/06/2020","987.70","987.70","987.70","987.70","0.01K","0.00%"
"02/05/2020","987.70","987.70","987.80","987.70","0.14K","0.00%"
"02/04/2020","987.70","987.70","987.70","987.70","3.00K","0.00%"
"02/03/2020","987.70","987.70","987.80","987.70","0.52K","0.00%"
"01/31/2020","987.70","987.70","987.80","987.70","0.01K","0.00%"
"01/30/2020","987.70","987.80","987.80","987.70","","-0.01%"
"01/29/2020","987.80","987.70","987.80","987.70","1.09K","0.00%"
"01/28/2020","987.80","987.80","987.80","987.80","","0.00%"
"01/27/2020","987.80","987.80","987.90","987.80","0.02K","0.00%"
"01/24/2020","987.80","987.80","987.90","987.80","0.09K","0.00%"
"01/23/2020","987.80","987.80","987.90","987.80","0.18K","0.00%"
"01/22/2020","987.80","987.80","987.90","987.80","0.05K","0.00%"
"01/21/2020","987.80","987.80","987.80","987.80","","0.00%"
"01/20/2020","987.80","987.80","987.80","987.80","","-0.01%"
